joint_index,x,y,z
0,0.09595435857772827,0.006391244940459728,0.006248424760997295
1,0.061164528131484985,-0.009972329251468182,0.0036616194993257523
2,0.03441203758120537,-0.02499179169535637,0.007162521593272686
3,0.014851365238428116,-0.042013026773929596,0.01538529247045517
4,0.012658167630434036,-0.05860838666558266,0.045088570564985275
5,0.056208424270153046,-0.07360955327749252,-0.009210138581693172
6,0.03574833273887634,-0.09913060069084167,-0.004156932700425386
7,0.020507236942648888,-0.11157023906707764,0.006326654460281134
8,0.006495319306850433,-0.11922091245651245,0.026704266667366028
9,0.07623638212680817,-0.08617233484983444,-0.0006504287011921406
10,0.05809275060892105,-0.10959887504577637,0.011077575385570526
11,0.04194696247577667,-0.11431901156902313,0.027351804077625275
12,0.02588925138115883,-0.11136351525783539,0.0475335419178009
13,0.09697756916284561,-0.07946586608886719,0.014807892963290215
14,0.08297816663980484,-0.10456880182027817,0.019067468121647835
15,0.06777720898389816,-0.11128949373960495,0.03771726414561272
16,0.05484582111239433,-0.10478179901838303,0.05904488265514374
17,0.11037977039813995,-0.07090181857347488,0.029744047671556473
18,0.10207672417163849,-0.08918695896863937,0.036706045269966125
19,0.08954360336065292,-0.09392145276069641,0.050291918218135834
20,0.07622608542442322,-0.09102083742618561,0.06387873739004135
