joint_index,x,y,z
0,0.09564881026744843,0.0063852667808532715,0.006239893846213818
1,0.08281422406435013,-0.028754405677318573,-0.0027165571227669716
2,0.06053461134433746,-0.04994599521160126,-0.0014196783304214478
3,0.038866061717271805,-0.06588995456695557,0.0020104581490159035
4,0.014991468749940395,-0.08396551758050919,0.020717602223157883
5,0.10299693793058395,-0.07991396635770798,0.031880978494882584
6,0.09692997485399246,-0.10613365471363068,0.050906162708997726
7,0.0796891301870346,-0.11672226339578629,0.06004530191421509
8,0.05546799302101135,-0.11862073093652725,0.06643808633089066
9,0.10854246467351913,-0.07336169481277466,0.05549205467104912
10,0.08742076903581619,-0.09111963212490082,0.07117471098899841
11,0.06665853410959244,-0.09889666736125946,0.07839865982532501
12,0.04127059131860733,-0.10175544768571854,0.07679303735494614
13,0.10504107177257538,-0.05107324570417404,0.06970235705375671
14,0.08970054984092712,-0.07322531193494797,0.08010587096214294
15,0.06845712661743164,-0.08383667469024658,0.08755577355623245
16,0.04442073032259941,-0.08860338479280472,0.08157758414745331
17,0.09783108532428741,-0.03248579800128937,0.07839281857013702
18,0.08706015348434448,-0.0500483438372612,0.0833725854754448
19,0.07255189120769501,-0.06177152320742607,0.08709587156772614
20,0.05488567799329758,-0.07373842597007751,0.08635754883289337
