joint_index,x,y,z
0,0.09572205692529678,0.006385263055562973,0.006221672520041466
1,0.06967461109161377,-0.020931657403707504,-0.0012491419911384583
2,0.04406322166323662,-0.038022786378860474,-0.0015010754577815533
3,0.021448057144880295,-0.052435215562582016,0.002554445993155241
4,0.006261601112782955,-0.06383077055215836,0.031220538541674614
5,0.08275491744279861,-0.08289980888366699,0.013292420655488968
6,0.06857039034366608,-0.11077573150396347,0.023857591673731804
7,0.05229565501213074,-0.12109881639480591,0.0349310040473938
8,0.03390435874462128,-0.12359468638896942,0.052603580057621
9,0.09854132682085037,-0.0844651460647583,0.03274527192115784
10,0.0787879005074501,-0.10345824062824249,0.048803072422742844
11,0.05936088785529137,-0.10826075822114944,0.06079164147377014
12,0.03640710562467575,-0.10480046272277832,0.07217526435852051
13,0.10828497260808945,-0.0666736364364624,0.05003182590007782
14,0.09226129949092865,-0.0888814926147461,0.05933213233947754
15,0.0722539871931076,-0.09488169848918915,0.07281912118196487
16,0.04974067583680153,-0.08704591542482376,0.08216725289821625
17,0.11153100430965424,-0.049926649779081345,0.06354937702417374
18,0.1029106006026268,-0.06818818300962448,0.0699276328086853
19,0.08781798183917999,-0.07530560344457626,0.07904103398323059
20,0.06985866278409958,-0.0747440829873085,0.08382667601108551
