joint_index,x,y,z
0,0.09572169929742813,0.006386260502040386,0.00621346291154623
1,0.08010067045688629,-0.022452954202890396,-0.014011592604219913
2,0.057474590837955475,-0.04327353090047836,-0.011458603665232658
3,0.03504890948534012,-0.058485936373472214,-0.009698855690658092
4,0.006883856374770403,-0.0786987841129303,-0.0008227406069636345
5,0.10069173574447632,-0.08335170149803162,-0.004486081190407276
6,0.0987355038523674,-0.11522069573402405,0.0038983840495347977
7,0.08802936971187592,-0.13371336460113525,0.010043992660939693
8,0.07376214116811752,-0.15273705124855042,0.01933739148080349
9,0.10899996757507324,-0.08647876232862473,0.01904407888650894
10,0.09553350508213043,-0.11290052533149719,0.030475061386823654
11,0.07968167960643768,-0.1280420571565628,0.03846679627895355
12,0.06033182889223099,-0.14393940567970276,0.04545972868800163
13,0.10824424028396606,-0.07132022082805634,0.04105253517627716
14,0.09519726783037186,-0.096880704164505,0.04449871927499771
15,0.0784243643283844,-0.11402027308940887,0.051187850534915924
16,0.057435616850852966,-0.1283266544342041,0.05439822003245354
17,0.10302765667438507,-0.057427454739809036,0.0570262148976326
18,0.09204474091529846,-0.07556436955928802,0.057547856122255325
19,0.07942885905504227,-0.08955465257167816,0.06028140336275101
20,0.06394690275192261,-0.10609309375286102,0.06304804980754852
