joint_index,x,y,z
0,0.09612055122852325,0.006413753610104322,0.006244678981602192
1,0.06003274768590927,-0.007100575137883425,0.0029476629570126534
2,0.033654503524303436,-0.02278747782111168,0.006729732733219862
3,0.01592370867729187,-0.04187214374542236,0.014620071277022362
4,0.018897881731390953,-0.05975630134344101,0.04333372414112091
5,0.049554601311683655,-0.06536325812339783,-0.024495504796504974
6,0.02703123912215233,-0.08955128490924835,-0.022226568311452866
7,0.011076772585511208,-0.10175354778766632,-0.012541471980512142
8,-0.0022300779819488525,-0.11076222360134125,0.007662832736968994
9,0.06936687231063843,-0.08064506202936172,-0.021140538156032562
10,0.05066718906164169,-0.10574084520339966,-0.014931956306099892
11,0.03486878052353859,-0.11175277084112167,0.0012733489274978638
12,0.020967397838830948,-0.10911311209201813,0.02288847044110298
13,0.09177134931087494,-0.07900300621986389,-0.006485244259238243
14,0.0755746141076088,-0.1031617522239685,-0.006940538063645363
15,0.059956587851047516,-0.1123046725988388,0.010277237743139267
16,0.04897723346948624,-0.10870645940303802,0.03334081918001175
17,0.1069168969988823,-0.07505915313959122,0.008845447562634945
18,0.09791186451911926,-0.09424564242362976,0.01057181041687727
19,0.08566226810216904,-0.10268695652484894,0.02253146469593048
20,0.07267476618289948,-0.10247151553630829,0.03694538772106171
