joint_index,x,y,z
0,0.09546324610710144,0.006366957910358906,0.006183411926031113
1,0.08820226788520813,-0.021559234708547592,-0.019214816391468048
2,0.06974209100008011,-0.04596997797489166,-0.022533228620886803
3,0.05134177953004837,-0.06580442190170288,-0.02123323827981949
4,0.029448064044117928,-0.09242402762174606,-0.012269377708435059
5,0.11949705332517624,-0.07813289016485214,-0.014746082946658134
6,0.12208470702171326,-0.11032963544130325,-0.008399887941777706
7,0.11386078596115112,-0.13044826686382294,-0.004037753213196993
8,0.10175715386867523,-0.15183402597904205,0.0027114618569612503
9,0.12583507597446442,-0.08301598578691483,0.009004063904285431
10,0.12355582416057587,-0.11317078024148941,0.018460173159837723
11,0.11065167933702469,-0.1318913698196411,0.023330921307206154
12,0.09205149114131927,-0.14957129955291748,0.024939756840467453
13,0.11985422670841217,-0.07166074216365814,0.032352007925510406
14,0.11602604389190674,-0.10014571249485016,0.03424763306975365
15,0.10403820872306824,-0.12143656611442566,0.038454532623291016
16,0.08754733949899673,-0.14069588482379913,0.037694983184337616
17,0.11042875051498413,-0.06147317960858345,0.04908264800906181
18,0.10410840809345245,-0.08163672685623169,0.04926987364888191
19,0.09477165341377258,-0.09808874130249023,0.050603196024894714
20,0.08272620290517807,-0.11612008512020111,0.04846605286002159
