joint_index,x,y,z
0,0.09607188403606415,0.006403521168977022,0.006256313528865576
1,0.09063687920570374,-0.011766616255044937,0.039886362850666046
2,0.10588391870260239,-0.02398708462715149,0.06375738233327866
3,0.12519967555999756,-0.037324730306863785,0.07747938483953476
4,0.15819022059440613,-0.04694231227040291,0.08150600641965866
5,0.09756702929735184,-0.07655321061611176,0.043260663747787476
6,0.11050710082054138,-0.10669028013944626,0.04791758954524994
7,0.12687990069389343,-0.11647191643714905,0.05944746360182762
8,0.1446198970079422,-0.1169152781367302,0.07713811844587326
9,0.1140676736831665,-0.0848228707909584,0.026053423061966896
10,0.1299818754196167,-0.11090087890625,0.03514953702688217
11,0.14852240681648254,-0.11678244173526764,0.04815363883972168
12,0.16761192679405212,-0.11405277252197266,0.06519950181245804
13,0.13106991350650787,-0.07259631156921387,0.009358365088701248
14,0.14198768138885498,-0.09727683663368225,0.02014525793492794
15,0.1584589183330536,-0.11226492375135422,0.03141303360462189
16,0.17716258764266968,-0.11720701307058334,0.04849549010396004
17,0.14533209800720215,-0.059096477925777435,-0.00030379975214600563
18,0.15331244468688965,-0.07709170877933502,0.007685841526836157
19,0.1636178195476532,-0.08973684161901474,0.01755426451563835
20,0.17298465967178345,-0.09531010687351227,0.035185787826776505
